d_model, num_layers, num_heads, batch_size, learning_rate, train_flops, loss
331,16,11,128,0.0001,10000000000000,10.5379569814682
995,19,13,128,0.0001,10000000000000,10.54150207939148
332,17,12,128,0.0001,10000000000000,10.539505838796615
165,4,16,256,0.0001,10000000000000,10.54605920759575
331,16,13,256,0.0001,10000000000000,10.537232926576822
637,5,7,256,0.0001,10000000000000,10.539134292602538
332,15,12,256,0.0001,10000000000000,10.531699236011505
689,22,16,128,0.0001,10000000000000,10.539326376342775
333,16,13,128,0.0001,10000000000000,10.539195711820817
517,18,6,128,0.001,10000000000000,10.543693329524995
334,17,12,128,0.001,10000000000000,10.537720917606357
159,14,13,128,0.0001,10000000000000,10.540048276056872
159,14,13,128,0.0001,10000000000000,10.540048276056872
911,12,5,256,0.001,10000000000000,10.54622594833374
160,13,12,256,0.001,10000000000000,10.546799674407959
259,20,5,128,0.001,10000000000000,10.540377671718607
159,12,13,256,0.001,10000000000000,10.541381991257667
886,19,9,128,0.001,10000000000000,10.546619200515748
160,13,12,128,0.001,10000000000000,10.533419658416268
391,18,16,256,0.001,10000000000000,10.542805306911468
391,18,16,256,0.001,10000000000000,10.542805306911468
372,19,6,128,0.0001,10000000000000,10.54309410390854
390,19,15,128,0.0001,10000000000000,10.53922572555542
898,19,5,256,0.0001,10000000000000,10.546078147888183
391,19,14,256,0.0001,10000000000000,10.539087362289429
157,21,14,256,0.0001,10000000000000,10.541495130128117
157,21,14,256,0.0001,10000000000000,10.541495130128117
653,9,6,128,0.001,10000000000000,10.541554622077943
158,20,13,128,0.001,10000000000000,10.540539190407467
905,7,2,256,0.0001,10000000000000,10.539364576339722
905,7,2,256,0.0001,10000000000000,10.539364576339722
134,4,12,128,0.001,10000000000000,10.534895585649078
134,4,12,128,0.001,10000000000000,10.534895585649078
1009,3,15,128,0.0001,10000000000000,10.544648710250854
135,3,13,128,0.0001,10000000000000,10.539618668276146
921,24,10,256,0.001,10000000000000,10.544657363891602
136,4,12,256,0.001,10000000000000,10.531752165453408
933,8,16,256,0.0001,10000000000000,10.541396894454955
933,8,16,256,0.0001,10000000000000,10.541396894454955
525,17,12,256,0.001,10000000000000,10.5453706741333
932,9,15,256,0.001,10000000000000,10.54366701221466
396,21,3,256,0.0001,10000000000000,10.534063156700135
396,21,3,256,0.0001,10000000000000,10.534063156700135
929,8,5,128,0.0001,10000000000000,10.545131273269654
397,20,4,128,0.0001,10000000000000,10.539380674362183
183,24,5,256,0.001,10000000000000,10.539322570419312
398,19,3,128,0.0001,10000000000000,10.53300839214325
404,15,15,128,0.001,10000000000000,10.54025489139557
399,18,4,128,0.001,10000000000000,10.545082021236421
865,6,15,128,0.001,10000000000000,10.539999046421052
398,19,3,128,0.001,10000000000000,10.551941525268553
900,20,12,128,0.001,10000000000000,10.546030554580689
397,18,2,128,0.001,10000000000000,10.551784907150267
191,22,5,128,0.0001,10000000000000,10.541746219745072
398,17,2,128,0.001,10000000000000,10.550451730823516
157,13,15,128,0.001,10000000000000,10.535019218333435
157,13,15,128,0.001,10000000000000,10.535019218333435
684,2,5,128,0.001,10000000000000,10.541193404293063
158,12,14,128,0.001,10000000000000,10.535019218333435
554,8,13,128,0.001,10000000000000,10.537678337192535
159,11,13,128,0.001,10000000000000,10.532899314426965
621,15,11,128,0.0001,10000000000000,10.547033580493926
160,12,12,128,0.0001,10000000000000,10.541730732257681
135,9,3,256,0.0001,10000000000000,10.536999569547023
135,9,3,256,0.0001,10000000000000,10.536999569547023
510,7,2,256,0.001,10000000000000,10.541474982643129
136,8,2,256,0.001,10000000000000,10.539115372020829
674,5,13,256,0.001,10000000000000,10.537195715236662
135,9,2,256,0.001,10000000000000,10.541818714888826
330,13,16,256,0.001,10000000000000,10.543082287311554
136,10,3,256,0.001,10000000000000,10.541818714888826
778,23,5,128,0.001,10000000000000,10.546409039115906
137,11,4,128,0.001,10000000000000,10.531323083668031
929,7,7,256,0.001,10000000000000,10.54390424823761
929,7,7,256,0.001,10000000000000,10.54390424823761
675,16,12,128,0.001,10000000000000,10.548652801513672
928,8,8,128,0.001,10000000000000,10.544847240447998
546,23,8,256,0.0001,10000000000000,10.546511812210083
927,9,8,256,0.0001,10000000000000,10.539414463043213
461,23,6,128,0.001,10000000000000,10.543705648517609
461,23,6,128,0.001,10000000000000,10.543705648517609
532,4,7,128,0.0001,10000000000000,10.540810754299164
532,4,7,128,0.0001,10000000000000,10.540810754299164
202,9,14,256,0.0001,10000000000000,10.53815298585892
202,9,14,256,0.0001,10000000000000,10.53815298585892
688,11,12,256,0.001,10000000000000,10.544797468185426
203,10,13,256,0.001,10000000000000,10.542564507293703
796,11,8,256,0.001,10000000000000,10.546578855514527
204,11,12,256,0.001,10000000000000,10.545932907676697
65,21,5,256,0.001,10000000000000,10.534586139224979
65,21,5,256,0.001,10000000000000,10.534586139224979
309,9,12,256,0.0001,10000000000000,10.548118629837036
66,20,6,256,0.0001,10000000000000,10.534145486312214
791,23,11,256,0.001,10000000000000,10.54512575149536
791,23,11,256,0.001,10000000000000,10.54512575149536
475,24,11,256,0.001,10000000000000,10.544427604675294
475,24,11,256,0.001,10000000000000,10.544427604675294
233,16,3,256,0.001,10000000000000,10.550111458110809
474,23,10,256,0.001,10000000000000,10.544081649780274
521,18,16,256,0.001,10000000000000,10.544813225936892
521,18,16,256,0.001,10000000000000,10.544813225936892
969,3,9,256,0.0001,10000000000000,10.540211368179321
969,3,9,256,0.0001,10000000000000,10.540211368179321
921,16,2,256,0.001,10000000000000,10.54649079322815
968,4,8,256,0.001,10000000000000,10.541860914230346
625,22,3,128,0.001,10000000000000,10.549478413391112
967,5,7,128,0.001,10000000000000,10.543813152313232
475,23,8,256,0.001,10000000000000,10.544081649780274
966,6,8,256,0.001,10000000000000,10.543426284790039
282,2,13,128,0.001,10000000000000,10.541017134919182
967,7,7,256,0.001,10000000000000,10.543725443840026
259,5,11,128,0.0001,10000000000000,10.54447782726287
966,6,8,128,0.0001,10000000000000,10.54173804283142
350,24,4,128,0.0001,10000000000000,10.54233792457581
965,7,7,128,0.0001,10000000000000,10.541829843521118
938,14,12,128,0.001,10000000000000,10.547317790985108
964,8,8,128,0.001,10000000000000,10.544847240447998
345,16,14,128,0.0001,10000000000000,10.541396729295943
965,7,7,128,0.001,10000000000000,10.545116701126098
200,22,10,256,0.001,10000000000000,10.545028524494171
966,6,6,128,0.001,10000000000000,10.541001586914062
956,6,6,128,0.001,10000000000000,10.5407488155365
967,6,6,128,0.001,10000000000000,10.541001586914062
105,8,12,256,0.0001,10000000000000,10.539770140025682
105,8,12,256,0.0001,10000000000000,10.539770140025682
439,20,16,128,0.0001,10000000000000,10.539262127304077
439,20,16,128,0.0001,10000000000000,10.539262127304077
793,22,16,256,0.0001,10000000000000,10.539473638534545
440,21,16,256,0.0001,10000000000000,10.539045724868775
445,19,4,128,0.0001,10000000000000,10.54005793838501
441,20,15,128,0.0001,10000000000000,10.539262127304077
665,11,2,128,0.001,10000000000000,10.550758539962766
442,19,14,128,0.001,10000000000000,10.544608621406555
341,12,7,256,0.001,10000000000000,10.54522295255661
441,18,13,256,0.001,10000000000000,10.544977591705324
410,21,2,128,0.0001,10000000000000,10.53300839214325
410,21,2,128,0.0001,10000000000000,10.53300839214325
231,6,11,256,0.0001,10000000000000,10.545192958559035
409,20,3,256,0.0001,10000000000000,10.534063156700135
468,19,4,256,0.001,10000000000000,10.542777928829194
410,19,4,256,0.001,10000000000000,10.543026504039766
553,9,16,128,0.0001,10000000000000,10.542194577911378
409,20,3,256,0.001,10000000000000,10.549327144622803
247,18,13,128,0.0001,10000000000000,10.53935268472332
410,21,2,256,0.001,10000000000000,10.549327144622803
476,12,6,256,0.001,10000000000000,10.543050212860107
409,22,2,256,0.001,10000000000000,10.54929602622986
165,19,16,256,0.0001,10000000000000,10.541495130128117
410,23,2,256,0.001,10000000000000,10.54929602622986
409,12,3,256,0.001,10000000000000,10.54221360206604
411,24,2,256,0.001,10000000000000,10.54929602622986
780,17,8,128,0.0001,10000000000000,10.541700191497803
410,24,2,256,0.001,10000000000000,10.54929602622986
407,23,16,128,0.001,10000000000000,10.544608621406555
411,24,2,256,0.001,10000000000000,10.54929602622986
705,20,8,128,0.001,10000000000000,10.546817421722412
410,24,2,256,0.001,10000000000000,10.54929602622986
891,4,5,128,0.001,10000000000000,10.54336070280075
409,24,2,256,0.001,10000000000000,10.54929602622986
458,2,3,256,0.0001,10000000000000,10.537663575267793
408,24,2,256,0.001,10000000000000,10.54929602622986
523,17,14,128,0.0001,10000000000000,10.538471611118316
407,24,2,256,0.001,10000000000000,10.54929602622986
149,13,5,256,0.001,10000000000000,10.533699031734466
408,24,2,256,0.001,10000000000000,10.54929602622986
505,8,7,128,0.001,10000000000000,10.540908098220825
407,24,2,256,0.001,10000000000000,10.54929602622986
905,24,2,256,0.001,10000000000000,10.54679144859314
406,24,2,256,0.001,10000000000000,10.54929602622986
185,17,8,256,0.001,10000000000000,10.54434802750778
407,24,2,256,0.001,10000000000000,10.54929602622986
720,3,14,128,0.001,10000000000000,10.530754040050509
720,3,14,128,0.001,10000000000000,10.530754040050509
171,8,9,256,0.0001,10000000000000,10.541186616631697
719,4,13,256,0.0001,10000000000000,10.54423795003891
623,6,3,256,0.001,10000000000000,10.547759189605713
718,5,12,256,0.001,10000000000000,10.535912938404083
641,14,12,256,0.0001,10000000000000,10.542395944595336
717,6,12,256,0.0001,10000000000000,10.539179149246216
759,12,15,256,0.0001,10000000000000,10.53819471359253
716,5,11,256,0.0001,10000000000000,10.536373567581176
714,23,15,128,0.001,10000000000000,10.542749703598021
715,6,12,128,0.001,10000000000000,10.541256060886383
73,12,13,256,0.0001,10000000000000,10.534220629816504
716,5,11,128,0.001,10000000000000,10.535536699867247
100,18,4,256,0.001,10000000000000,10.532269538784027
717,4,12,128,0.001,10000000000000,10.536405602359771
926,14,11,256,0.0001,10000000000000,10.539968814849853
718,5,11,256,0.0001,10000000000000,10.536373567581176
131,4,10,128,0.001,10000000000000,10.535158098704462
719,6,12,256,0.0001,10000000000000,10.539179149246216
294,6,2,256,0.001,10000000000000,10.538198985576628
720,3,14,128,0.001,10000000000000,10.530754040050509
720,3,7,128,0.001,10000000000000,10.54017711391449
720,3,11,128,0.001,10000000000000,10.540122153663635
720,3,13,128,0.001,10000000000000,10.530754040050509
720,14,14,128,0.001,10000000000000,10.539927501678466
720,8,14,128,0.001,10000000000000,10.540270071220398
720,5,14,128,0.001,10000000000000,10.535704927921294
720,4,14,128,0.001,10000000000000,10.531195587635041
240,3,14,128,0.001,10000000000000,10.540751308459296
480,3,14,128,0.001,10000000000000,10.54139959357071
600,3,14,128,0.001,10000000000000,10.538371136964793
660,3,14,128,0.001,10000000000000,10.529635753250123
630,3,14,128,0.001,10000000000000,10.53246982336044
645,3,14,128,0.001,10000000000000,10.529635753250123
653,3,14,128,0.001,10000000000000,10.529635753250123
657,3,14,128,0.001,10000000000000,10.529635753250123
659,3,14,128,0.001,10000000000000,10.529635753250123
660,3,14,128,0.001,10000000000000,10.529635753250123
660,3,7,128,0.001,10000000000000,10.540465443706513
660,3,11,128,0.001,10000000000000,10.540410483455657
660,3,13,128,0.001,10000000000000,10.529635753250123
660,14,14,128,0.001,10000000000000,10.540802702140809
660,8,14,128,0.001,10000000000000,10.539877233695984
660,5,14,128,0.001,10000000000000,10.531195587635041
660,4,14,128,0.001,10000000000000,10.533057856941223
180,3,14,128,0.001,10000000000000,10.531022172009392
420,3,14,128,0.001,10000000000000,10.541060183170318
540,3,14,128,0.001,10000000000000,10.541269738306045
600,3,14,128,0.001,10000000000000,10.538371136964793
630,3,14,128,0.001,10000000000000,10.53246982336044
645,3,14,128,0.001,10000000000000,10.529635753250123
653,3,14,128,0.001,10000000000000,10.529635753250123
657,3,14,128,0.001,10000000000000,10.529635753250123
659,3,14,128,0.001,10000000000000,10.529635753250123
660,3,7,128,0.001,10000000000000,10.540465443706513
660,3,11,128,0.001,10000000000000,10.540410483455657
660,3,13,128,0.001,10000000000000,10.529635753250123
660,14,14,128,0.001,10000000000000,10.540802702140809
660,8,14,128,0.001,10000000000000,10.539877233695984
660,5,14,128,0.001,10000000000000,10.531195587635041
660,4,14,128,0.001,10000000000000,10.533057856941223
180,3,14,128,0.001,10000000000000,10.531022172009392
420,3,14,128,0.001,10000000000000,10.541060183170318
540,3,14,128,0.001,10000000000000,10.541269738306045
600,3,14,128,0.001,10000000000000,10.538371136964793
630,3,14,128,0.001,10000000000000,10.53246982336044
645,3,14,128,0.001,10000000000000,10.529635753250123
653,3,14,128,0.001,10000000000000,10.529635753250123
657,3,14,128,0.001,10000000000000,10.529635753250123
659,3,14,128,0.001,10000000000000,10.529635753250123
660,3,14,128,0.001,10000000000000,10.529635753250123
660,3,14,256,0.001,10000000000000,10.536440057373047
660,3,8,128,0.001,10000000000000,10.540465443706513
660,3,11,128,0.001,10000000000000,10.540410483455657
660,3,13,128,0.001,10000000000000,10.529635753250123
660,14,14,128,0.001,10000000000000,10.540802702140809
660,8,14,128,0.001,10000000000000,10.539877233695984
660,5,14,128,0.001,10000000000000,10.531195587635041
660,4,14,128,0.001,10000000000000,10.533057856941223
362,3,14,128,0.001,10000000000000,10.540771983432771
511,3,14,128,0.001,10000000000000,10.54139959357071
586,3,14,128,0.001,10000000000000,10.538371136964793
623,3,14,128,0.001,10000000000000,10.53246982336044
642,3,14,128,0.001,10000000000000,10.529635753250123
651,3,14,128,0.001,10000000000000,10.529635753250123
656,3,14,128,0.001,10000000000000,10.529635753250123
658,3,14,128,0.001,10000000000000,10.529635753250123
659,3,14,128,0.001,10000000000000,10.529635753250123
660,3,14,128,0.001,10000000000000,10.529635753250123
660,3,14,256,0.001,10000000000000,10.536440057373047
660,3,8,128,0.001,10000000000000,10.540465443706513
660,3,11,128,0.001,10000000000000,10.540410483455657
660,3,13,128,0.001,10000000000000,10.529635753250123
660,3,8,128,0.001,10000000000000,10.540465443706513
660,3,11,128,0.001,10000000000000,10.540410483455657
660,3,13,128,0.001,10000000000000,10.529635753250123
660,14,14,128,0.001,10000000000000,10.540802702140809
660,8,14,128,0.001,10000000000000,10.539877233695984
660,5,14,128,0.001,10000000000000,10.531195587635041
660,4,14,128,0.001,10000000000000,10.533057856941223
362,3,14,128,0.001,10000000000000,10.540771983432771
511,3,14,128,0.001,10000000000000,10.54139959357071
586,3,14,128,0.001,10000000000000,10.538371136964793
623,3,14,128,0.001,10000000000000,10.53246982336044
642,3,14,128,0.001,10000000000000,10.529635753250123
651,3,14,128,0.001,10000000000000,10.529635753250123
656,3,14,128,0.001,10000000000000,10.529635753250123
658,3,14,128,0.001,10000000000000,10.529635753250123
659,3,14,128,0.001,10000000000000,10.529635753250123
660,3,14,128,0.0001,10000000000000,10.549911662197115
660,3,14,256,0.001,10000000000000,10.536440057373047
660,3,8,128,0.001,30000000000000,10.54035071439743
660,3,5,128,0.001,30000000000000,10.539379292106627
660,3,4,128,0.001,30000000000000,10.539379292106627
660,14,5,128,0.001,30000000000000,10.54382664680481
660,8,5,128,0.001,30000000000000,10.542338209152222
660,5,5,128,0.001,30000000000000,10.53410023174286
660,6,5,128,0.001,30000000000000,10.542303707408905
362,5,5,128,0.001,30000000000000,10.50785689785739
213,5,5,128,0.001,30000000000000,10.503670560756353
139,5,5,128,0.001,30000000000000,10.435098385049423
102,5,5,128,0.001,30000000000000,10.434932685470104
84,5,5,128,0.001,30000000000000,10.295132665724315
75,5,5,128,0.001,30000000000000,10.295132665724315
80,5,5,128,0.001,30000000000000,10.295132665724315
82,5,5,128,0.001,30000000000000,10.295132665724315
83,5,5,128,0.001,30000000000000,10.295132665724315
84,5,5,128,0.0001,30000000000000,10.519410559857931
84,5,5,256,0.001,30000000000000,10.479541634917469
84,5,11,128,0.001,30000000000000,10.297613212523363
84,5,8,128,0.001,30000000000000,10.2966147020893
84,5,6,128,0.001,30000000000000,10.294589552809152
84,15,6,128,0.001,30000000000000,10.375467567989835
84,10,6,128,0.001,30000000000000,10.32822025009573
84,7,6,128,0.001,30000000000000,10.32008603970208
84,6,6,128,0.001,30000000000000,10.32163371782965
554,5,6,128,0.001,30000000000000,10.538339391382223
319,5,6,128,0.001,30000000000000,10.508312983396968
201,5,6,128,0.001,30000000000000,10.50376793720823
142,5,6,128,0.001,30000000000000,10.43619140281024
113,5,6,128,0.001,30000000000000,10.436225290415898
98,5,6,128,0.001,30000000000000,10.443821613742841
91,5,6,128,0.001,30000000000000,10.322006714545022
87,5,6,128,0.001,30000000000000,10.294589552809152
85,5,6,128,0.001,30000000000000,10.294589552809152
84,5,6,128,0.0001,30000000000000,10.519836172747722
84,5,6,256,0.001,30000000000000,10.478702075939283
84,5,11,128,0.001,60000000000000,9.772355413840826
84,5,13,128,0.001,60000000000000,9.772531246539595
84,5,12,128,0.001,60000000000000,9.772355413840826
84,15,11,128,0.001,60000000000000,9.962676635222179
84,10,11,128,0.001,60000000000000,9.854545185470137
84,7,11,128,0.001,60000000000000,9.841908703660943
84,6,11,128,0.001,60000000000000,9.820036147900586
554,5,11,128,0.001,60000000000000,10.512534289941222
319,5,11,128,0.001,60000000000000,10.43997656606456
201,5,11,128,0.001,60000000000000,10.381510421880286
142,5,11,128,0.001,60000000000000,10.185844957527761
113,5,11,128,0.001,60000000000000,10.151874760472241
98,5,11,128,0.001,60000000000000,10.138111381058375
91,5,11,128,0.001,60000000000000,9.819050887108048
87,5,11,128,0.001,60000000000000,9.772355413840826
85,5,11,128,0.001,60000000000000,9.772355413840826
84,5,11,128,0.0001,60000000000000,10.467834927785907
84,5,11,256,0.001,60000000000000,10.294192857708262
84,5,7,128,0.001,60000000000000,9.771186664354012
84,5,5,128,0.001,60000000000000,9.768441798230759
84,5,4,128,0.001,60000000000000,9.768441798230759
84,15,5,128,0.001,60000000000000,9.960905340913795
84,10,5,128,0.001,60000000000000,9.850204316690743
84,7,5,128,0.001,60000000000000,9.836900740128504
84,6,5,128,0.001,60000000000000,9.818266525187525
554,5,5,128,0.001,60000000000000,10.51717448550703
319,5,5,128,0.001,60000000000000,10.44476892325872
201,5,5,128,0.001,60000000000000,10.381122384571242
142,5,5,128,0.001,60000000000000,10.185242142356081
113,5,5,128,0.001,60000000000000,10.154417858860134
98,5,5,128,0.001,60000000000000,10.145396392706639
91,5,5,128,0.001,60000000000000,9.817625141127767
87,5,5,128,0.001,60000000000000,9.768441798230759
85,5,5,128,0.001,60000000000000,9.768441798230759
84,5,5,128,0.0001,60000000000000,10.459843605634116
84,5,5,256,0.001,60000000000000,10.296757186073574
496,14,14,256,0.001,30000000000000,10.544635041427615
280,14,14,256,0.001,30000000000000,10.538024196338661
172,14,14,256,0.001,30000000000000,10.51818652750331
118,14,14,256,0.001,30000000000000,10.517877366098315
91,14,14,256,0.001,30000000000000,10.485603487938084
78,14,14,256,0.001,30000000000000,10.468109854433836
72,14,14,256,0.001,30000000000000,10.47305635762917
75,14,14,256,0.001,30000000000000,10.468109854433836
77,14,14,256,0.001,30000000000000,10.468109854433836
78,14,14,256,0.0001,30000000000000,10.535032531732806
78,8,14,256,0.001,30000000000000,10.476023914837313
78,11,14,256,0.001,30000000000000,10.47305635762917
78,13,14,256,0.001,30000000000000,10.468109854433836
78,14,14,128,0.001,30000000000000,10.373907224786581
78,14,8,128,0.001,30000000000000,10.37971314476859
78,14,11,128,0.001,30000000000000,10.380069143915776
78,14,13,128,0.001,30000000000000,10.373907224786581
78,14,8,128,0.001,30000000000000,10.37971314476859
78,14,11,128,0.001,30000000000000,10.380069143915776
78,14,13,128,0.001,30000000000000,10.373907224786581
78,8,14,128,0.001,30000000000000,10.327353451359556
78,5,14,128,0.001,30000000000000,10.300245892830292
78,4,14,128,0.001,30000000000000,10.306220326074508
551,5,14,128,0.001,30000000000000,10.534020063018797
314,5,14,128,0.001,30000000000000,10.508706747770969
196,5,14,128,0.001,30000000000000,10.503997348981908
137,5,14,128,0.001,30000000000000,10.425818745322138
107,5,14,128,0.001,30000000000000,10.426748252272207
92,5,14,128,0.001,30000000000000,10.329544378787503
85,5,14,128,0.001,30000000000000,10.300245892830292
81,5,14,128,0.001,30000000000000,10.300245892830292
79,5,14,128,0.001,30000000000000,10.300245892830292
78,5,14,128,0.0001,30000000000000,10.526355697160293
78,5,14,256,0.001,30000000000000,10.482222607304662
496,14,14,256,0.001,60000000000000,10.544735852241516
280,14,14,256,0.001,60000000000000,10.530892726333594
172,14,14,256,0.001,60000000000000,10.48080787093204
118,14,14,256,0.001,60000000000000,10.458615960095957
91,14,14,256,0.001,60000000000000,10.387226472549948
78,14,14,256,0.001,60000000000000,10.354218403272794
72,14,14,256,0.001,60000000000000,10.322477792232627
69,14,14,256,0.001,60000000000000,10.322477792232627
71,14,14,256,0.001,60000000000000,10.322477792232627
72,14,14,256,0.0001,60000000000000,10.504812231489487
72,8,14,256,0.001,60000000000000,10.296362886870408
72,5,14,256,0.001,60000000000000,10.276424455842832
72,4,14,256,0.001,60000000000000,10.278212412789806
72,5,14,128,0.001,60000000000000,9.771069279175533
72,5,8,128,0.001,60000000000000,9.769737713270787
72,5,5,128,0.001,60000000000000,9.766992847147534
72,5,4,128,0.001,60000000000000,9.766992847147534
Gradient Descent Search with 60000000000000 flops
Optimizing num_heads
72,5,11,128,0.001,60000000000000,9.770893446476766
72,5,8,128,0.001,60000000000000,9.769737713270787
72,5,6,128,0.001,60000000000000,9.764853627058834
Optimizing num_layers
72,15,6,128,0.001,60000000000000,9.964013598790658
72,10,6,128,0.001,60000000000000,9.836526577556594
72,7,6,128,0.001,60000000000000,9.787812237361344
72,6,6,128,0.001,60000000000000,9.765495011118594
Optimizing d_model
548,5,6,128,0.001,60000000000000,10.51691973675413
310,5,6,128,0.001,60000000000000,10.444725168596861
191,5,6,128,0.001,60000000000000,10.254482130793319
131,5,6,128,0.001,60000000000000,10.153668448991585
101,5,6,128,0.001,60000000000000,10.152734168024233
86,5,6,128,0.001,60000000000000,9.76630257814206
79,5,6,128,0.001,60000000000000,9.764853627058834
75,5,6,128,0.001,60000000000000,9.764853627058834
73,5,6,128,0.001,60000000000000,9.764853627058834
Optimizing learning_rate
72,5,6,128,0.0001,60000000000000,10.45885093635497
Optimizing batch_size
72,5,6,256,0.001,60000000000000,10.296797381019282
Gradient Descent Search with 60000000000000 flops
Optimizing num_heads
72,5,11,128,0.001,60000000000000,9.770893446476766
72,5,8,128,0.001,60000000000000,9.769737713270787
72,5,7,128,0.001,60000000000000,9.769737713270787
Optimizing num_layers
72,15,6,128,0.001,60000000000000,9.964013598790658
72,10,6,128,0.001,60000000000000,9.836526577556594
72,7,6,128,0.001,60000000000000,9.787812237361344
72,6,6,128,0.001,60000000000000,9.765495011118594
Optimizing d_model
548,5,6,128,0.001,60000000000000,10.51691973675413
310,5,6,128,0.001,60000000000000,10.444725168596861
191,5,6,128,0.001,60000000000000,10.254482130793319
131,5,6,128,0.001,60000000000000,10.153668448991585
101,5,6,128,0.001,60000000000000,10.152734168024233
86,5,6,128,0.001,60000000000000,9.76630257814206
79,5,6,128,0.001,60000000000000,9.764853627058834
75,5,6,128,0.001,60000000000000,9.764853627058834
73,5,6,128,0.001,60000000000000,9.764853627058834
Optimizing learning_rate
72,5,6,128,0.0001,60000000000000,10.45885093635497
Optimizing batch_size
72,5,6,256,0.001,60000000000000,10.296797381019282
Gradient Descent Search with 100000000000000 flops
Optimizing d_model
496,14,14,256,0.001,100000000000000,10.525025530489911
280,14,14,256,0.001,100000000000000,10.499914035486176
172,14,14,256,0.001,100000000000000,10.40512496552479
118,14,14,256,0.001,100000000000000,10.346638325771943
91,14,14,256,0.001,100000000000000,10.17769746346892
78,14,14,256,0.001,100000000000000,10.103319502926338
72,14,14,256,0.001,100000000000000,10.02809445057817
69,14,14,256,0.001,100000000000000,10.02809445057817
71,14,14,256,0.001,100000000000000,10.02809445057817
Optimizing learning_rate
72,14,14,256,0.0001,100000000000000,10.444989241945
Optimizing num_layers
72,8,14,256,0.001,100000000000000,9.995069413435688
72,5,14,256,0.001,100000000000000,9.954865422511743
72,4,14,256,0.001,100000000000000,9.91910087902406
Optimizing batch_size
72,4,14,128,0.001,100000000000000,9.018300336591647
Optimizing num_heads
72,4,8,128,0.001,100000000000000,9.025692632768326
72,4,11,128,0.001,100000000000000,9.024824764157415
72,4,13,128,0.001,100000000000000,9.018300336591647
Gradient Descent Search with 300000000000000 flops
Optimizing d_model
496,14,14,256,0.001,300000000000000,10.443416514126525
280,14,14,256,0.001,300000000000000,10.270396146700431
172,14,14,256,0.001,300000000000000,9.814787974405288
118,14,14,256,0.001,300000000000000,9.543345584611616
91,14,14,256,0.001,300000000000000,8.94640981789762
78,14,14,256,0.001,300000000000000,8.76731265298151
72,14,14,256,0.001,300000000000000,8.644567544778301
69,14,14,256,0.001,300000000000000,8.644567544778301
71,14,14,256,0.001,300000000000000,8.644567544778301
Optimizing learning_rate
72,14,14,256,0.0001,300000000000000,9.988971326555982
Optimizing num_layers
72,8,14,256,0.001,300000000000000,8.57574918962517
72,5,14,256,0.001,300000000000000,8.50547865893495
72,4,14,256,0.001,300000000000000,8.46401750872599
Optimizing batch_size
72,4,14,128,0.001,300000000000000,7.731342002468873
Optimizing num_heads
72,4,8,128,0.001,300000000000000,7.731654706935778
72,4,11,128,0.001,300000000000000,7.734277796213555
72,4,13,128,0.001,300000000000000,7.731342002468873
Gradient Descent Search with 300000000000000 flops
Optimizing num_heads
72,4,8,128,0.001,300000000000000,7.731654706935778
72,4,11,128,0.001,300000000000000,7.734277796213555
72,4,13,128,0.001,300000000000000,7.731342002468873
Optimizing num_layers
72,14,14,128,0.001,300000000000000,7.7677904837590495
72,9,14,128,0.001,300000000000000,7.742578477449777
72,6,14,128,0.001,300000000000000,7.728489799361633
72,7,14,128,0.001,300000000000000,7.727053650809275
Optimizing d_model
548,7,14,128,0.001,300000000000000,10.172186654727318
310,7,14,128,0.001,300000000000000,9.613429061718252
191,7,14,128,0.001,300000000000000,8.913760279384467
131,7,14,128,0.001,300000000000000,8.524423528123176
101,7,14,128,0.001,300000000000000,8.413812651006973
86,7,14,128,0.001,300000000000000,7.74197920051947
79,7,14,128,0.001,300000000000000,7.74197920051947
75,7,14,128,0.001,300000000000000,7.727053650809275
73,7,14,128,0.001,300000000000000,7.727053650809275
Optimizing learning_rate
72,7,14,128,0.0001,300000000000000,9.279138024964821
Optimizing batch_size
72,7,14,256,0.001,300000000000000,8.53348271466445
Gradient Descent Search with 600000000000000 flops
Optimizing d_model
496,14,14,256,0.001,600000000000000,10.26013877126645
280,14,14,256,0.001,600000000000000,9.929543361232668
172,14,14,256,0.001,600000000000000,9.008293978627744
118,14,14,256,0.001,600000000000000,8.662793263294384
91,14,14,256,0.001,600000000000000,8.128052489031946
78,14,14,256,0.001,600000000000000,7.794511616781036
72,14,14,256,0.001,600000000000000,7.716858469731904
69,14,14,256,0.001,600000000000000,7.716858469731904
71,14,14,256,0.001,600000000000000,7.716858469731904
Optimizing learning_rate
72,14,14,256,0.0001,600000000000000,9.470574400753383
Optimizing num_layers
72,8,14,256,0.001,600000000000000,7.671158423548571
72,5,14,256,0.001,600000000000000,7.638342114789838
72,4,14,256,0.001,600000000000000,7.644460382218391
Optimizing batch_size
72,5,14,128,0.001,600000000000000,7.109543186456803
Optimizing num_heads
72,5,8,128,0.001,600000000000000,7.115901932133644
72,5,11,128,0.001,600000000000000,7.115715573205153
72,5,13,128,0.001,600000000000000,7.109543186456803
633,21,14,256,0.0001,10000000000000,10.5388325881958
433,9,3,128,0.001,10000000000000,10.542294078445437
108,2,2,128,0.0001,10000000000000,10.539275598885315
331,16,14,256,0.001,10000000000000,10.54388244199753
166,4,2,256,0.0001,10000000000000,10.538216804401047
967,23,16,128,0.0001,10000000000000,10.54150207939148
